sample_id,Flat_1024_summary,Flat_Overlap_summary,document,reference,TreeSum_summary
712,"– ""These two deaths should serve as a wake-up call to all of us: We can't stop fighting for our rights, but we can also stop letting our guard down,"" President Obama tweeted today in response to the deaths of Eric Garner and Michael Brown. ""There's a growing awareness that law enforcement not always applied in 'colorblind fashion' is important, and that's something I want to see continue,"" he continued, per the Washington Post. Obama is the first sitting president to tweet about the deaths, the New York Daily News notes, adding that he's the first to do so since taking office.","– ""These two deaths should serve as a wake-up call to all of us: We can't stop fighting for our rights, but we can also stop letting our guard down,"" President Obama tweeted today in response to the deaths of Eric Garner and Michael Brown. ""There's a growing awareness that law enforcement not always applied in 'colorblind fashion' is important, and that's something I want to see continue,"" he continued, per the Washington Post. Obama is the first sitting president to tweet about the deaths, the New York Daily News notes, adding that he's the first to do so since taking office.","Tweet with a location 
 
 You can add location information to your Tweets, such as your city or precise location, from the web and via third-party applications. You always have the option to delete your Tweet location history. Learn more ||||| Obama says because of Ferguson & Eric Garner there is ""growing awareness"" that law enforcement not always applied in ""colorblind fashion""...","– President Obama didn't mince words today when asked at his end-of-the-year news conference about Sony Pictures: ""Yes, I think they made a mistake,"" he said of the company's decision to pull the movie The Interview, reports NBC News. ""We cannot have a society in which some dictator someplace can start imposing censorship in the United States,"" he said. Obama added that he was ""sympathetic"" to Sony's concerns as a corporation, but he said the precedent set over a ""satirical movie"" is a terrible one. ""I wish they would have spoken to me first."" Of the hackers: ""They caused a lot of damage, and we will respond."" Of the movie's star, Seth Rogen: ""I love Seth."" Other topics: Black America: It is better off ""in the aggregate"" than when he came into office, said Obama, but work remains. He spoke of a ""growing awareness"" that law enforcement isn't always ""applied in a colorblind fashion."" Cuba: ""Change is going to come to Cuba. It has to."" Fidel: Obama said that when he was on the phone to President Raul Castro about renewing relations, he apologized for talking at length. Castro replied that his famous brother once spoke for seven hours' straight and that Obama was a young man who still had a chance to beat that record. 'Resurgence': Obama opened the news conference by ticking off improvements in the economy, job creation, and health care, and asserted that ""America's resurgence is real. We are better off."" Congress: Obama said he ""sincerely"" wants to work with the new Congress, citing areas such as simplifying the tax code, boosting US exports, and rebuilding infrastructure, reports CNN. Keystone: Construction of the pipeline from Canada would create some jobs, but the pipeline in general would not make ""even a nominal"" difference for US consumers.","– President Trump's decision to recognize Jerusalem as Israel's capital ""is a victory for the people of Israel,"" Israeli Prime Minister Benjamin Netanyahu said Friday. ""The president of the United States has made a great and courageous decision."" Netanyahu, speaking at a Cabinet meeting, said the move was in line with the country's ""long history of struggle against oppression and for the right of the people to live their lives as they see fit,"" the AP reports. Trump announced the move Thursday, saying Israel had ""proved its power"" after years of ""unprovoked attacks"" on the city. The White House said Friday that Trump had signed a bill into law making the city the capital of Israel, the first time such a change has been made under a president who has called the city a ""shithole."" Trump said Thursday that he had decided to make Jerusalem the capital because the city ""has been failing for a long time"" and he wanted to make it ""a great place to live and work."" The move angered Palestinians, who called it a ""gross violation"" of international law."
4837,"– President Trump pardoned Dinesh D'Souza on Thursday, and the conservative pundit wasted little time in mocking the man who put him in jail. ""KARMA IS A BITCHT: @PreetBharara wanted to destroy a fellow Indian American to advance his career,"" he tweeted. ""Then he got fired & I got pardoned."" He later added, ""I love it when my tweets score a direct hit, measured by the intensity of shrieking on the left."" As Mediaite notes, Trump fired Bharara last year after he refused to resign from his post as US attorney for the Southern District of New York. D' Souza was sentenced to five years in prison in 2010 for violating the Dodd-Frank Act, which bans corporate campaign contributions to federal candidates. He was convicted for using his website to solicit donations fromstrawberry.com, a company owned by Donald Trump's son-in-law, Jared Kushner. The conviction was eventually overturned by a federal appeals court, which ruled that the use of the website violated the campaign finance law but didn't. The 59-year-old was also arrested Tuesday for allegedly making racist and anti-Semitic remarks, the New York Daily News reports. Police say he was wearing a baseball cap and holding a sign that said, ""Make America Great Again."" They say he made comments about African Americans that were ""highly offensive,"" ""racist,"" and ""insensitive,"" among other things.","– Dinesh D'Souza may have been pardoned by President Trump, but that doesn't mean he's off the hook on a felony campaign finance conviction. The conservative author and pundit was sentenced to five years in prison in 2010 for violating the Dodd-Frank Act, which bans corporate campaign contributions to federal candidates, reports the Washington Post. He was convicted for using his website to solicit donations fromstrawberry.com, a company owned by Donald Trump's son-in-law, Jared Kushner. The conviction was eventually overturned by a federal appeals court, which ruled that the use of the website violated the campaign finance law but didn't. In an interview with the Weekly Standard, D' Souza said Obama's economic policies are ""demonstrably bad for working-class white people,"" and that black people should be allowed to ""go color-blind and let the African-Americans rebuild their culture on their own,"" reports the Post. The comments were denounced by conservatives including Rush Limbaugh, who called them ""deplorable"" and ""cruel,"" and by Obama himself, who said he was ""appalled."" In a letter to the board of trustees at King's College in Virginia—where he was president until he was released from community confinement in May after pleading guilty to making illegal campaign contributions in 2012—D' souza said he had to step down because of ""differences with the board."" He also wrote a new book, Downfall, which explains why he thinks Trump is the best candidate to beat Hillary Clinton.",,,
3456,"– Colin Kaepernick's national anthem protest has spread to the Seattle Seahawks, with wide receiver Doug Baldwin and linebacker Bobby Wagner telling the Seattle Times that the team may take a stand during the anthem on Sunday. ""Anything we want to do, it's not going to be individual,"" Wagner says. ""It's going to been a team thing. That's what the world needs to see. The world wants to see people coming together versus being individuals."" Baldwin says he's heard from veterans who support the protest. ""My grandfather being in the military, it hit home for me as well, and specifically it’s the veterans,"" he adds. ""That’s more heartening to me than anything is the veterans that have reached out and said that’s what they sacrificed their lives for, is to give people back home under the flag, under this country, the opportunity to stand up or sit for what they believe in."" Defensive end Michael Bennett says he supports teammate Jeremy Lane's decision to sit during the national anthem. ""I think there are definitely some issues in America that a lot of people are starting to recognize,"" he tells ESPN. Lane knelt before Sunday's game against the Green Bay Packers as a protest against police brutality and racial injustice. He is the first player to do so since Colin Kaepernick did so last year, the AP reports.","– Colin Kaepernick's national anthem protest has spread to the Seattle Seahawks, with wide receiver Doug Baldwin and linebacker Bobby Wagner telling the Seattle Times that the team may take a stand during the anthem on Sunday. ""Anything we want to do, it's not going to be individual,"" Wagner says. ""It's going to been a team thing. That's what the world needs to see. The world wants to see people coming together versus being individuals."" Baldwin says he's heard from veterans who support the protest. ""My grandfather being in the military, it hit home for me as well, and specifically it’s the veterans,"" he adds. ""That’s more heartening to me than anything is the veterans that have reached out and said that’s what they sacrificed their lives for, is to give people back home under the flag, under this country, the opportunity to stand up or sit for what they believe in."" Defensive end Michael Bennett says he supports teammate Jeremy Lane's decision to sit during the national anthem. ""I think there are definitely some issues in America that a lot of people are starting to recognize,"" he tells the Times.",,,
260,"– For the first time in three years, Chipotle has been named ""Brand of the Year"" by Harris Poll for fast-casual Mexican restaurants. Moe's Southwest Grill, a Tex-Mex chain with more than 650 locations, took the top spot in the annual survey based on more than 97,000 responses from US consumers. Taco Bell finished second, Qdoba Mexican Grill third, and Baja Fresh Mexican Grill fourth, reports USA Today. Chipotle, which had been atop the list for three years running, didn't even make the top four this year. ""We really view the competition as share of stomach,"" says Moe’s president Bruce Schroder. The chain, which got its start in Atlanta in 2000, is part of Focus Brands, which also owns Auntie Anne's, Cinnabon, and Carvel.","– For the first time in three years, Chipotle has been named ""Brand of the Year"" by Harris Poll for fast-casual Mexican restaurants. Moe's Southwest Grill, a Tex-Mex chain with more than 650 locations, took the top spot in the annual survey based on more than 97,000 responses from US consumers. Taco Bell finished second, Qdoba Mexican Grill third, and Baja Fresh Mexican Grill fourth, reports USA Today. Chipotle, which had been atop the list for three years running, didn't even make the top four this year. ""We really view the competition as share of stomach,"" says Moe’s president Bruce Schroder. The chain, which got its start in Atlanta in 2000, is part of Focus Brands, which also owns Auntie Anne's, Cinnabon, and Carvel.",,,
244,"– A 24-year-old Michigan State University medical student has been charged with 11 felonies—including torture and animal torture—after allegedly killing 10 dogs at his off-campus apartment, the Lansing State Journal reports. Prosecutors say Andrew David Thompson bought several dogs over the past nine months, took them to his apartment, and killed them. Police say they arrested Thompson after someone called to report the abuse, MLive.com reports. Thompson, who is studying to be a doctor, has been in the Ingham County jail on a $600,000 bond. ""I believe that this court's decision was excessive, inappropriate, much higher than would be warranted given the nature of the charges,"" says Thompson's attorney.","– A 24-year-old Michigan State University medical student has been charged with 10 counts of torture and one count of abandoning and cruelty to an animal after allegedly killing 10 dogs in his apartment over a period of months. Police say they arrested Andrew David Thompson after someone called to report the abuse, MLive.com reports. Thompson, who is studying to be a doctor, has been in the Ingham County jail on a $600,000 bond. Neighbors say they are shocked by the allegations. ""It's a little crazy and kind of creepy, because I live right down the hall and I had no idea that this was happening,"" says one. ""I couldn't hear anything. No one ever said anything."" Thompson has been suspended from the MSU College of Osteopathic Medicine. He was charged earlier this week with 11 other counts.",,,
767,"– Howard Stern says he's a longtime friend of Donald Trump's, but he wishes the president had never run for president. ""I told him that because I actually think this is something that is going to be detrimental to his mental health, too, because he wants to be liked, he want to be loved,"" Stern said Wednesday on his radio show. ""He wants people to cheer for him."" Stern said he was ""shocked"" when Trump decided to run, and he now finds the president ""on this anti-Hollywood kick."" ""He loves Hollywood. First of all, he loves the press. He lives for it. He loves people in Hollywood. He only wants hobnob with them. All of this hatred and stuff directed towards him. It's not good for him,"" he said. ""It'snot good. There's an reason every president who leaves the office has gray hair.""","– Howard Stern says he's a longtime friend of Donald Trump's, but he wishes the president had never run for president. ""I told him that because I actually think this is something that is going to be detrimental to his mental health, too, because he wants to be liked, he want to be loved,"" Stern said Wednesday on his radio show. ""He wants people to cheer for him."" Stern said he was ""shocked"" when Trump decided to run, and he now finds the president ""on this anti-Hollywood kick."" ""He loves Hollywood. First of all, he loves the press. He lives for it. He loves people in Hollywood. He only wants hobnob with them. All of this hatred and stuff directed towards him. It's not good for him,"" he said. ""It'snot good. There's an reason every president who leaves the office has gray hair.""",,,
1791,"– The first round of the PGA Championship is in the books, and it's not looking good for Tiger Woods. He shot a 77, his worst score in a major championship as a professional, ESPN reports. ""I'm not down, I'm just very angry right now,"" said Woods, who has never missed the cut in 13 previous PGA Championships. He started with three birdies in five holes, but then three double bogeys in a row. ""It just screwed up my whole round,"" Woods said. The 77 is the highest score Woods has ever posted in an opening round of a major. ""Got off to a great start today, was having mechanical thoughts through those holes ... and I thought, 'I can let it go.'""","– Tiger Woods had a very bad day at the Arnold Palmer Invitational today, shooting a 7-over-par 77, his worst score as a professional, reports USA Today. It's the first time he's ever shot that many at Bay Hill. ""Got off to a great start today, was having mechanical thoughts through those holes ... and I thought, 'I can let it go,'"" Woods said. ""I'm not down, I'm just very angry right now."" The 77 is the highest score Woods has ever posted in an opening round of a major. ""It just screwed up my whole round,"" he said.",,,
1905,"– Democrat Doug Jones has defeated Republican Roy Moore in the special election for Jeff Sessions' Senate seat in Alabama, CNN reports. Jones, an attorney and former prosecutor, is attempting to become the first Democrat in Alabama's Senate seat since 1992 to win an election for it. He was buoyed by an influx of national Democratic cash and endorsements. Jones' victory is set to narrow the slim Republican majority over Democrats in the Senate to 51-49. His win in the Republican stronghold energizes the Democratic Party as it looks to build on anti-Trump sentiment to mount a challenge next year to Republican control of Congress. Moore shook hands with supporters after they chanted, ""Judge Roy Moore."" He then left to watch returns in another room. His campaign manager told the crowd that Moore would soon have the new title of senator. With about half the vote counted, the Alabama Senate race between Moore and Jones is too close to call. Moore is looking for support in rural areas and party loyalty from Republicans to carry him to victory.","– Democrat Doug Jones has defeated Republican Roy Moore in the special election for Jeff Sessions' Senate seat in Alabama, the AP reports. Jones, an attorney and former prosecutor, is the first Democrat elected to the Senate seat vacated by Sessions. He was buoyed by an influx of national Democratic cash and endorsements. Jones' victory narrows the slim Republican majority over Democrats in the Senate to 51-49. His win in the Republican stronghold energizes the Democratic Party as it looks to build on anti-Trump sentiment to mount a challenge next year to Republican control of Congress. Moore shook hands with supporters after they chanted, ""Judge Roy Moore."" He then left to watch returns in another room. His campaign manager told the crowd that Moore would soon have the new title of senator. With about half the vote counted, the Alabama Senate race between Moore and Jones is too close to call. Moore is looking for support in rural areas and party loyalty from Republicans to carry him to victory.",,,
4139,"– Poland has summoned the US ambassador to protest comments made by FBI chief James Comey in a Washington Post article on the Holocaust, the BBC reports. In the article, Comey said that ""in their minds, the murderers and accomplices of Germany, and Poland, and Hungary, and so many, many other places didn't do something evil. They convinced themselves it was the right thing to do, the thing they had to do."" Poland's president called the remarks an ""insult to thousands of Poles who helped Jews,"" and PM Ewa Kopacz said, ""To those who are incapable of presenting the historic truth in an honest way, I want to say that Poland was not a perpetrator but a victim of World War II. I would expect full historical knowledge from officials who speak on the matter."" The US ambassador has apologized for the remarks, saying, ""I made clear that the opinion that Poland is in any way responsible for the Holocaust is not the position of the United States.Nazi Germany alone bears responsibility. I now have a lot of work before me to make things right in this situation.""","– Poland has summoned the US ambassador to protest comments made by FBI chief James Comey in a Washington Post article on the Holocaust, the BBC reports. In the article, Comey said that ""in their minds, the murderers and accomplices of Germany, and Poland, and Hungary, and so many, many other places didn't do something evil. They convinced themselves it was the right thing to do, the thing they had to do."" Poland's president called the remarks an ""insult to thousands of Poles who helped Jews,"" and PM Ewa Kopacz said, ""To those who are incapable of presenting the historic truth in an honest way, I want to say that Poland was not a perpetrator but a victim of World War II. I would expect full historical knowledge from officials who speak on the matter."" The US ambassador has apologized for the remarks, saying, ""I made clear that the opinion that Poland is in any way responsible for the Holocaust is not the position of the United States.Nazi Germany alone bears responsibility. I now have a lot of work before me to make things right in this situation.""",,,
4931,"– When Man Haron Monis was convicted last year of sending ""grossly offensive"" letters to the families of Australian soldiers killed in Afghanistan and the family of an official killed in Indonesia, he pleaded guilty and was sentenced to 300 hours of community service. But just three days before he took 17 hostages in a Sydney cafe and was killed in a gun battle with police, the High Court had rejected his constitutional challenge to the conviction, the Sydney Morning Herald reports. ""This pen is my gun, and these words are my bullets,"" Monis had said outside the court after he was charged over the letters. ""I'll fight with these weapons against oppression to promote peace."" The High Court's three-three split meant Monis' conviction was constitutionally valid, but his legal team asked the court to hear the case again. ""If it was four-three, I would be in the position of having a precedent against me,"" his lawyer said. ""Having regard to the history of the matter, we do not think it appropriate to make an application."" The 50-year-old Iranian-born man—who was granted political asylum in Australia in 2001—was also facing more than 50 sexual and indecent assault charges and had a conviction for sending abusive letters to.","– Details are emerging about the gunman killed in yesterday's siege in Sydney, and they're not pretty. Man Haron Monis, a 50-year-old Iranian-born man with a long criminal record, was convicted last year of sending ""grossly offensive"" letters to the families of Australian soldiers killed in Afghanistan as well as an official killed in Indonesia between 2007 and 2009. He also worked as a ""spiritual healer"" and was charged with advising a woman to visit him at his business in 2002, the Sydney Morning Herald reports. ""He had a long history of violent crime, infatuation with extremism, and mental instability,"" his former lawyer tells the Australian Broadcasting Corporation. ""What we do know is that the perpetrator was well known to State and Commonwealth authorities. ... His ideology is just so strong and so powerful that it clouds his vision for common sense and objectiveness."" He pleaded guilty and was sentenced to 300 hours of community service, but just three days before he took 17 hostages in the Lindt Chocolat Cafe, Australia's High Court had rejected his constitutional challenge to the conviction. ""This pen is my gun, and these words are my bullets,"" Monis had said outside the court after he was charged over the letters. ""I'll fight with these weapons."" Police have confirmed that the siege is over, but they won't say whether hostages were killed by police or Monis.",,,
217,"– The race to succeed David Cameron as Britain's prime minister is down to two: Theresa May and Andrea Leadsom. After the first round of voting in the contest to replace Cameron, who stepped down after the country voted to leave the European Union, Home Affairs Secretary May won with 199 votes, followed by Energy Minister Leadsom with 84, and Justice Secretary Michael Gove with 46, the BBC reports. May—who campaigned for the UK to remain in the EU—was cheered by supporters after the results were announced. ""This is a new dawn for our party and a new beginning for our country,"" she said. Leadsom—who has no Cabinet experience but is seen as the more moderate of the two women in the race—says she will bring a ""huge and fresh skills base"" to negotiations with the EU and says she has the experience to lead the country during a ""tumultuous period,"" the Guardian reports.","– The race to succeed David Cameron as Britain's prime minister is down to two: Theresa May and Andrea Leadsom. After the first round of voting in the contest to replace Cameron, who stepped down after the country voted to leave the European Union, Home Affairs Secretary May won with 199 votes, followed by Energy Minister Leadsom with 84, and Justice Secretary Michael Gove with 46, the BBC reports. May—who campaigned for the UK to remain in the EU—was cheered by supporters after the results were announced. ""This is a new dawn for our party and a new beginning for our country,"" she said. Leadsom—who has no Cabinet experience but is seen as the more moderate of the two women in the race—says she will bring a ""huge and fresh skills base"" to negotiations with the EU and says she has the experience to lead the country during a ""tumultuous period,"" the Guardian reports.",,,
4597,"– Thirteen bald eagles found dead in Maryland last month didn't die of natural causes—but they're still looking for the person who killed them, the Baltimore Sun reports. Necropsies have also ruled out diseases such as avian influenza, a major threat in the region because of its many poultry farms and migratory birds. ""Our investigation is now focused on human causes,"" a US Fish and Wildlife Service spokeswoman says. The service is offering a $25,000 reward for information leading to a conviction. Bald eagles were removed from the endangered species list in 2007, but are still listed as ""protected"" and killing one is a crime punishable by up to a year in prison and a $100,000 fine.","– Thirteen bald eagles found dead in Maryland last month didn't die of natural causes—but they're still looking for the person who killed them, the Baltimore Sun reports. Necropsies have also ruled out diseases such as avian influenza, a major threat in the region because of its many poultry farms and migratory birds. ""Our investigation is now focused on human causes,"" a US Fish and Wildlife Service spokeswoman says. The service is offering a $25,000 reward for information leading to a conviction. Bald eagles were removed from the endangered species list in 2007, but are still listed as ""protected"" and killing one is a crime punishable by up to a year in prison and a $100,000 fine.",,,
